Rk,Season,Tm,Plyf,Lg,G,W,L,W/L%,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
486,2002-03,POR,*,NBA,82,50,32,.610,35.9,79.8,30.5,64.1,5.3,15.7,15.5,20.2,11.1,28.0,39.1,22.7,8.3,4.8,15.5,20.4,92.5
487,2002-03,PHO,*,NBA,82,44,38,.537,35.5,81.2,30.2,64.6,5.3,16.6,18.0,23.6,12.6,30.3,42.9,22.2,7.8,5.5,16.0,21.5,94.4
488,2002-03,PHI,*,NBA,82,48,34,.585,35.1,77.6,29.5,62.0,5.5,15.6,18.9,24.8,11.1,29.3,40.3,22.1,7.8,6.4,17.1,23.0,94.5
489,2002-03,ORL,*,NBA,82,42,40,.512,36.7,80.5,31.7,65.7,4.9,14.8,20.1,26.2,11.8,31.7,43.5,22.4,7.8,5.0,16.4,22.2,98.4
490,2002-03,NYK,,NBA,82,37,45,.451,36.1,79.0,31.7,66.2,4.4,12.8,20.6,26.7,11.4,31.9,43.3,21.1,7.6,3.8,14.4,19.9,97.2
491,2002-03,NOH,*,NBA,82,47,35,.573,34.8,79.5,30.7,67.3,4.1,12.2,18.0,23.5,11.1,28.9,40.0,19.9,7.9,5.2,14.6,21.4,91.8
492,2002-03,NJN,*,NBA,82,49,33,.598,33.6,78.8,28.4,64.3,5.2,14.5,17.7,23.7,11.4,30.0,41.4,19.6,8.5,5.2,16.6,22.9,90.1
493,2002-03,MIN,*,NBA,82,51,31,.622,36.6,83.8,30.9,67.2,5.8,16.6,17.0,22.6,11.9,29.8,41.7,22.8,7.0,4.9,13.6,20.6,96.0
494,2002-03,MIL,*,NBA,82,42,40,.512,37.1,81.0,31.3,65.4,5.8,15.6,19.2,25.8,12.5,31.0,43.4,23.1,6.6,4.1,14.4,20.5,99.3
495,2002-03,MIA,,NBA,82,25,57,.305,33.1,75.7,28.1,61.7,5.0,14.0,19.5,26.0,10.6,31.5,42.2,18.1,7.6,5.3,14.3,20.4,90.6
496,2002-03,MEM,,NBA,82,28,54,.341,39.3,85.5,34.1,71.0,5.3,14.5,16.8,22.2,13.7,31.2,44.9,24.3,8.7,5.2,14.8,21.7,100.7
497,2002-03,LAL,*,NBA,82,50,32,.610,36.3,82.0,30.6,67.1,5.7,14.9,19.8,26.0,11.7,30.4,42.1,21.4,7.9,3.8,14.5,23.4,98.0
498,2002-03,LAC,,NBA,82,27,55,.329,37.0,82.8,31.5,67.6,5.5,15.2,18.4,23.7,12.8,30.0,42.8,22.4,8.0,5.1,14.0,22.5,97.9
499,2002-03,IND,*,NBA,82,48,34,.585,34.9,81.6,29.9,67.0,5.0,14.6,18.6,24.3,12.3,30.0,42.2,20.7,7.6,6.3,15.3,23.5,93.3
500,2002-03,HOU,,NBA,82,43,39,.524,35.3,81.5,30.5,67.9,4.7,13.6,17.1,22.0,11.9,28.7,40.6,20.5,8.1,4.6,13.2,21.9,92.3
501,2002-03,GSW,,NBA,82,38,44,.463,39.5,87.5,34.2,73.1,5.3,14.4,19.2,25.4,14.7,29.1,43.8,23.6,8.7,6.0,13.7,23.6,103.6
502,2002-03,DET,*,NBA,82,50,32,.610,33.5,76.5,29.9,66.2,3.5,10.2,17.2,23.1,10.5,30.8,41.3,18.3,6.9,4.3,14.0,23.2,87.7
503,2002-03,DEN,,NBA,82,17,65,.207,32.9,74.2,27.8,60.4,5.1,13.8,21.6,28.5,10.5,29.8,40.3,21.5,9.0,6.6,17.1,21.8,92.4
504,2002-03,DAL,*,NBA,82,60,22,.732,35.7,81.5,29.9,64.5,5.8,17.1,18.0,24.8,12.7,32.7,45.5,21.7,6.7,3.9,16.0,21.3,95.2
505,2002-03,CLE,,NBA,82,17,65,.207,37.5,82.8,32.2,68.2,5.2,14.6,20.9,27.1,11.4,30.4,41.7,24.0,9.8,6.0,14.2,20.8,101.0
506,2002-03,CHI,,NBA,82,30,52,.366,36.5,83.1,31.2,66.9,5.3,16.3,21.9,29.2,13.6,31.4,45.0,23.8,9.4,5.0,14.7,21.9,100.1
507,2002-03,BOS,*,NBA,82,44,38,.537,34.2,78.7,28.5,61.6,5.6,17.1,19.0,25.4,11.4,33.5,45.0,22.2,7.5,4.5,16.0,21.9,93.1
508,2002-03,ATL,,NBA,82,35,47,.427,36.8,84.2,31.3,69.1,5.4,15.2,18.7,24.5,13.1,29.5,42.6,21.6,9.0,5.0,13.0,20.3,97.6
509,2001-02,WAS,,NBA,82,37,45,.451,36.0,79.7,30.9,65.2,5.1,14.5,17.0,22.5,11.7,29.0,40.7,22.2,7.0,5.0,13.4,20.9,94.2
510,2001-02,UTA,*,NBA,82,44,38,.537,33.9,75.8,28.2,61.0,5.7,14.8,21.7,28.1,11.3,26.9,38.2,19.3,9.1,6.7,16.7,25.2,95.1
511,2001-02,TOR,*,NBA,82,42,40,.512,34.4,77.9,29.8,64.6,4.6,13.3,18.5,24.5,12.1,29.7,41.8,19.9,7.7,4.8,15.2,19.7,91.8
512,2001-02,SEA,*,NBA,82,45,37,.549,36.2,80.5,30.4,63.8,5.8,16.8,16.6,22.5,13.3,28.4,41.7,22.3,6.9,4.9,15.3,19.8,94.7
513,2001-02,SAS,*,NBA,82,58,24,.707,35.2,82.6,30.6,69.1,4.6,13.5,15.6,20.1,12.2,29.6,41.9,18.8,7.7,5.2,14.5,23.1,90.5
514,2001-02,SAC,*,NBA,82,61,21,.744,38.1,86.7,33.4,72.7,4.7,14.0,16.0,21.5,13.0,31.9,44.9,22.4,7.7,4.7,15.2,22.3,97.0
515,2001-02,POR,*,NBA,82,49,33,.598,36.0,79.4,30.3,63.7,5.7,15.7,16.0,21.6,10.9,28.4,39.2,23.7,7.5,5.0,14.7,20.1,93.7
516,2001-02,PHO,,NBA,82,36,46,.439,36.1,81.3,30.8,66.5,5.3,14.7,18.4,24.5,12.6,30.4,43.0,22.2,8.4,5.8,15.4,18.5,95.8
517,2001-02,PHI,*,NBA,82,43,39,.524,33.8,79.3,28.5,63.1,5.3,16.1,16.5,21.9,12.0,28.6,40.6,21.6,8.0,5.6,14.7,22.3,89.4
518,2001-02,ORL,*,NBA,82,44,38,.537,38.0,83.3,33.0,69.1,5.0,14.2,17.9,24.3,13.2,32.1,45.4,23.5,8.0,4.7,15.8,21.2,98.9
519,2001-02,NYK,,NBA,82,30,52,.366,35.7,80.1,30.3,64.8,5.4,15.3,18.9,25.0,11.7,31.0,42.7,21.5,8.4,4.7,13.5,20.4,95.6
520,2001-02,NJN,*,NBA,82,52,30,.634,34.9,81.3,29.9,67.0,5.0,14.3,17.4,23.0,12.2,30.7,42.9,19.1,8.2,5.4,16.1,20.3,92.0
521,2001-02,MIN,*,NBA,82,50,32,.610,36.1,81.1,30.1,65.0,6.0,16.1,17.7,23.9,11.1,28.4,39.5,22.6,6.6,5.0,13.4,20.4,96.0
522,2001-02,MIL,,NBA,82,41,41,.500,36.8,83.5,30.8,66.7,6.0,16.8,18.2,24.0,12.8,29.7,42.5,23.0,7.3,4.4,12.9,20.0,97.7
523,2001-02,MIA,,NBA,82,36,46,.439,32.5,76.6,27.9,63.0,4.6,13.5,19.1,25.9,10.9,30.3,41.2,17.8,7.6,4.3,13.8,20.8,88.7
524,2001-02,MEM,,NBA,82,23,59,.280,38.0,83.3,33.2,69.7,4.9,13.6,16.4,21.8,13.8,31.2,45.1,23.9,9.5,5.6,14.7,21.8,97.3
525,2001-02,LAL,*,NBA,82,58,24,.707,35.0,82.6,30.2,67.3,4.9,15.4,19.2,25.3,12.4,30.8,43.2,20.0,7.2,4.3,14.0,23.0,94.1
526,2001-02,LAC,,NBA,82,39,43,.476,37.5,83.7,32.5,69.8,5.0,14.0,16.2,21.7,13.0,29.0,42.0,22.7,7.5,5.4,12.9,21.6,96.1
527,2001-02,IND,*,NBA,82,42,40,.512,36.3,82.9,31.2,68.3,5.1,14.6,18.8,25.1,12.8,30.7,43.4,21.6,7.5,5.7,14.3,22.6,96.5
528,2001-02,HOU,,NBA,82,28,54,.341,38.9,83.8,34.4,71.3,4.5,12.5,14.9,19.8,12.7,30.6,43.3,22.4,7.0,5.1,12.0,20.1,97.2
529,2001-02,GSW,,NBA,82,21,61,.256,39.2,85.3,34.3,71.1,4.9,14.2,19.8,25.9,13.4,29.9,43.3,24.4,8.6,6.2,14.3,23.8,103.1
530,2001-02,DET,*,NBA,82,50,32,.610,35.7,79.8,31.3,67.7,4.4,12.1,16.5,21.8,12.1,30.6,42.7,20.0,7.9,4.1,15.5,22.9,92.2
531,2001-02,DEN,,NBA,82,27,55,.329,36.6,79.8,31.5,65.5,5.2,14.3,19.5,26.1,12.1,30.8,43.0,24.0,8.2,6.8,14.3,20.1,98.0
532,2001-02,DAL,*,NBA,82,57,25,.695,37.7,83.5,32.2,67.8,5.5,15.8,20.0,26.6,13.0,31.7,44.7,22.7,7.2,4.6,14.1,21.8,101.0
533,2001-02,CLE,,NBA,82,29,53,.354,37.2,81.4,31.5,66.8,5.8,14.6,18.4,24.6,11.3,29.0,40.4,24.3,7.3,5.6,13.0,20.0,98.6
534,2001-02,CHI,,NBA,82,21,61,.256,36.9,79.4,31.8,65.1,5.1,14.4,19.0,25.5,11.5,31.1,42.6,25.2,8.3,4.9,14.4,21.0,98.0
535,2001-02,CHH,*,NBA,82,44,38,.537,34.8,80.4,29.5,66.3,5.3,14.1,18.1,23.6,11.7,29.3,41.0,20.0,7.6,5.1,13.9,20.8,92.9
536,2001-02,BOS,*,NBA,82,49,33,.598,34.1,80.2,27.8,61.8,6.3,18.4,19.7,25.5,11.6,34.2,45.9,22.0,7.6,5.8,16.3,21.1,94.1
537,2001-02,ATL,,NBA,82,33,49,.402,37.4,81.4,31.6,65.2,5.8,16.2,17.8,23.9,12.2,30.8,43.0,22.6,8.6,6.2,15.1,20.1,98.3
538,2000-01,WAS,,NBA,82,19,63,.232,37.8,80.4,32.5,67.1,5.3,13.3,19.0,25.5,11.4,29.4,40.7,23.2,8.4,6.2,15.0,24.1,99.9
539,2000-01,VAN,,NBA,82,23,59,.280,38.3,82.8,33.6,69.7,4.7,13.1,16.1,21.9,12.8,30.9,43.7,23.6,8.7,5.8,14.8,21.6,97.5
540,2000-01,UTA,*,NBA,82,53,29,.646,32.5,74.1,27.5,59.5,5.0,14.6,22.3,29.2,10.7,26.6,37.3,19.1,8.5,5.5,16.1,24.5,92.4
541,2000-01,TOR,*,NBA,82,47,35,.573,36.7,82.0,32.1,69.3,4.6,12.7,17.4,23.0,11.3,30.6,41.9,20.7,6.8,5.4,14.1,21.9,95.4
542,2000-01,SEA,,NBA,82,44,38,.537,37.5,82.7,31.8,66.2,5.7,16.5,16.5,22.2,12.8,29.6,42.4,23.9,7.9,6.2,15.0,22.1,97.3
543,2000-01,SAS,*,NBA,82,58,24,.707,34.6,82.6,30.4,69.8,4.2,12.7,15.0,20.3,11.8,29.7,41.5,19.7,7.3,5.2,13.5,23.7,88.4
544,2000-01,SAC,*,NBA,82,55,27,.671,37.6,87.1,32.8,73.3,4.9,13.8,15.7,21.0,13.7,32.2,45.9,22.1,8.1,5.8,16.3,21.5,95.9
545,2000-01,POR,*,NBA,82,50,32,.610,34.4,78.5,29.4,65.0,5.0,13.5,17.5,23.5,11.5,27.3,38.8,21.3,7.9,4.0,14.8,21.2,91.2
546,2000-01,PHO,*,NBA,82,51,31,.622,34.0,78.3,30.1,66.9,4.0,11.4,19.7,25.9,11.0,31.6,42.6,20.1,8.3,5.1,17.5,22.2,91.8
547,2000-01,PHI,*,NBA,82,56,26,.683,35.0,81.7,29.8,66.5,5.2,15.2,15.2,20.2,12.0,28.9,40.9,21.6,8.2,5.6,15.4,23.6,90.4
548,2000-01,ORL,*,NBA,82,43,39,.524,34.5,79.3,30.0,66.3,4.5,12.9,23.0,31.3,12.9,31.8,44.8,21.9,8.5,5.4,17.2,23.7,96.5
549,2000-01,NYK,*,NBA,82,48,34,.585,31.3,75.1,25.9,59.7,5.4,15.4,18.0,24.6,10.6,29.5,40.1,19.2,7.3,4.1,14.8,21.4,86.1
550,2000-01,NJN,,NBA,82,26,56,.317,35.8,78.7,30.6,64.2,5.2,14.5,20.3,27.2,12.2,32.0,44.2,22.4,7.5,6.4,15.9,22.0,97.1
551,2000-01,MIN,*,NBA,82,47,35,.573,36.3,80.3,32.0,68.2,4.3,12.1,19.1,26.4,11.8,30.5,42.3,22.4,7.1,4.4,15.2,20.2,96.0
552,2000-01,MIL,*,NBA,82,52,30,.634,35.5,80.8,30.2,65.6,5.4,15.2,20.5,26.7,12.4,30.4,42.7,23.0,7.2,4.3,15.5,21.7,96.9
553,2000-01,MIA,*,NBA,82,50,32,.610,32.9,76.4,28.5,63.1,4.4,13.3,16.3,22.2,11.1,30.8,42.0,17.3,7.3,5.2,15.5,22.2,86.6
554,2000-01,LAL,*,NBA,82,56,26,.683,36.4,83.1,31.3,68.9,5.0,14.2,19.5,25.8,12.0,29.4,41.3,20.2,7.5,4.0,13.1,24.4,97.2
555,2000-01,LAC,,NBA,82,31,51,.378,36.5,82.9,32.2,69.8,4.3,13.1,18.0,24.2,12.7,29.7,42.5,21.8,7.8,5.0,12.7,21.9,95.3
556,2000-01,IND,*,NBA,82,41,41,.500,34.5,81.5,29.9,67.8,4.6,13.7,19.2,25.3,12.7,30.4,43.1,20.7,7.2,4.7,13.6,23.0,92.8
557,2000-01,HOU,,NBA,82,45,37,.549,36.8,82.1,32.5,69.7,4.4,12.4,16.9,22.7,12.0,29.5,41.6,21.2,7.4,4.9,13.3,21.6,94.9
558,2000-01,GSW,,NBA,82,17,65,.207,38.8,82.2,33.4,68.1,5.4,14.1,18.6,24.5,12.7,32.8,45.5,24.9,8.8,6.0,16.4,21.5,101.5
559,2000-01,DET,,NBA,82,32,50,.390,36.3,83.5,31.1,68.5,5.2,15.0,19.5,26.5,12.3,32.6,44.9,22.7,8.2,4.8,15.5,25.1,97.3
560,2000-01,DEN,,NBA,82,40,42,.488,37.6,84.3,32.5,70.1,5.1,14.2,18.8,25.0,12.3,32.2,44.6,24.9,7.2,6.1,13.1,21.4,99.0
561,2000-01,DAL,*,NBA,82,53,29,.646,35.8,81.6,31.2,67.7,4.6,13.9,19.9,27.2,13.0,32.0,45.0,21.7,7.6,4.6,15.5,22.5,96.2
562,2000-01,CLE,,NBA,82,30,52,.366,35.7,80.3,30.5,66.2,5.1,14.1,19.9,25.9,12.1,29.3,41.3,22.9,8.5,6.6,15.0,22.1,96.5
563,2000-01,CHI,,NBA,82,15,67,.183,36.4,77.2,32.2,65.3,4.2,11.9,19.6,26.9,11.7,31.1,42.8,23.6,7.7,5.2,14.8,21.4,96.7
564,2000-01,CHH,*,NBA,82,46,36,.561,33.7,79.3,29.0,66.1,4.7,13.2,17.6,23.3,10.9,29.7,40.6,21.3,7.5,4.6,14.7,21.6,89.8
565,2000-01,BOS,,NBA,82,36,46,.439,35.8,78.0,30.5,63.7,5.2,14.3,19.9,26.6,10.8,32.3,43.1,23.0,7.9,5.4,17.1,23.2,96.8
566,2000-01,ATL,,NBA,82,25,57,.305,35.6,80.6,30.8,67.4,4.8,13.2,20.1,26.3,12.5,30.9,43.5,21.2,8.5,6.3,14.8,20.7,96.2
567,1999-00,WAS,,NBA,82,29,53,.354,36.6,79.8,31.9,67.0,4.8,12.8,21.8,29.3,11.7,29.5,41.2,21.9,8.4,6.1,14.9,24.0,99.9
568,1999-00,VAN,,NBA,82,22,60,.268,38.2,80.6,33.8,67.4,4.4,13.2,18.7,24.3,11.8,28.5,40.3,23.6,8.8,6.3,15.0,23.3,99.5
569,1999-00,UTA,*,NBA,82,55,27,.671,33.9,76.1,29.2,62.7,4.7,13.4,19.5,26.1,10.8,27.3,38.1,19.8,7.2,5.0,15.5,24.7,92.0
570,1999-00,TOR,*,NBA,82,45,37,.549,36.6,80.7,32.4,68.2,4.2,12.5,19.9,26.0,11.7,31.1,42.8,21.8,6.8,5.3,15.2,22.9,97.3
571,1999-00,SEA,*,NBA,82,45,37,.549,38.2,84.6,32.8,68.9,5.4,15.8,16.4,21.9,13.2,31.8,45.1,23.6,7.2,5.3,15.3,22.4,98.1
572,1999-00,SAS,*,NBA,82,53,29,.646,35.2,82.7,30.8,70.1,4.3,12.6,15.6,21.0,12.0,29.4,41.4,20.3,7.9,5.2,14.4,23.1,90.2
573,1999-00,SAC,*,NBA,82,44,38,.537,39.9,88.3,35.0,74.6,4.8,13.7,17.5,23.3,13.9,33.7,47.6,23.8,9.2,4.9,17.5,23.7,102.0
574,1999-00,POR,*,NBA,82,59,23,.720,34.5,80.0,29.6,65.4,4.8,14.6,17.3,24.2,11.9,27.1,39.0,20.8,8.0,4.3,14.5,22.8,91.0
575,1999-00,PHO,*,NBA,82,53,29,.646,34.5,81.3,29.5,67.3,4.9,14.0,19.9,26.9,13.1,30.1,43.1,20.7,8.9,5.2,17.3,21.9,93.7
576,1999-00,PHI,*,NBA,82,49,33,.598,35.0,80.4,29.9,66.1,5.1,14.3,18.4,24.4,13.0,30.5,43.5,22.3,7.7,6.5,17.6,24.1,93.4
577,1999-00,ORL,,NBA,82,41,41,.500,37.5,84.4,32.3,68.8,5.3,15.6,19.1,25.7,13.3,30.2,43.5,24.3,8.8,5.8,18.1,24.5,99.4
578,1999-00,NYK,*,NBA,82,50,32,.610,33.1,78.0,28.1,63.4,4.9,14.6,19.6,26.3,11.3,29.8,41.1,19.6,7.4,4.3,14.2,21.9,90.7
579,1999-00,NJN,,NBA,82,31,51,.378,38.1,82.2,33.6,69.9,4.5,12.4,18.3,24.5,13.8,32.4,46.2,22.8,6.9,5.7,16.7,22.8,99.0
580,1999-00,MIN,*,NBA,82,50,32,.610,35.7,80.2,31.0,67.2,4.6,13.0,20.0,26.6,11.2,29.8,40.9,21.2,7.2,4.2,15.0,20.5,96.0
581,1999-00,MIL,*,NBA,82,42,40,.512,37.0,81.0,30.5,64.5,6.5,16.5,20.5,27.3,12.6,28.9,41.5,24.2,7.8,4.1,15.9,22.8,101.0
582,1999-00,MIA,*,NBA,82,52,30,.634,33.9,80.4,29.0,66.6,5.0,13.8,18.4,24.7,11.9,28.5,40.4,19.3,7.6,4.4,14.0,21.9,91.3
583,1999-00,LAL,*,NBA,82,67,15,.817,34.6,83.2,30.1,69.3,4.5,13.9,18.5,24.9,12.3,30.9,43.1,19.5,7.6,4.2,14.6,25.6,92.3
584,1999-00,LAC,,NBA,82,15,67,.183,40.0,83.9,34.9,70.8,5.1,13.1,18.4,24.9,12.7,32.9,45.6,24.1,7.6,4.6,14.3,21.1,103.5
585,1999-00,IND,*,NBA,82,56,26,.683,38.0,85.1,34.0,72.9,4.0,12.3,16.8,22.2,12.7,31.0,43.7,21.2,7.4,3.9,13.7,23.3,96.7
586,1999-00,HOU,,NBA,82,34,48,.415,39.3,86.3,35.1,74.2,4.3,12.1,17.4,22.3,12.5,29.9,42.4,22.7,9.0,5.3,13.7,22.4,100.3
587,1999-00,GSW,,NBA,82,19,63,.232,38.6,82.6,33.4,68.5,5.2,14.2,21.4,28.4,13.3,32.8,46.1,24.8,8.4,6.0,16.3,23.0,103.8
588,1999-00,DET,*,NBA,82,42,40,.512,38.0,81.8,32.5,66.7,5.6,15.0,20.4,27.3,11.9,30.5,42.4,23.1,8.0,4.8,17.1,27.1,102.0
589,1999-00,DEN,,NBA,82,35,47,.427,38.2,84.8,33.3,71.1,4.9,13.7,19.9,26.5,12.5,31.8,44.3,24.4,7.5,5.6,14.4,23.6,101.1
590,1999-00,DAL,,NBA,82,40,42,.488,39.3,86.0,34.1,70.8,5.2,15.2,18.1,24.5,15.3,33.2,48.4,23.2,7.4,5.1,16.1,22.1,102.0
591,1999-00,CLE,,NBA,82,32,50,.390,36.4,82.1,31.3,67.2,5.1,15.0,22.6,29.1,12.4,31.5,43.9,23.7,8.0,6.1,16.9,25.1,100.5
592,1999-00,CHI,,NBA,82,17,65,.207,35.6,78.0,31.2,65.2,4.4,12.8,18.7,25.2,12.2,29.5,41.7,23.2,10.4,5.6,15.2,24.0,94.2
593,1999-00,CHH,*,NBA,82,49,33,.598,37.2,83.1,32.2,69.8,5.0,13.2,16.4,22.0,11.8,31.1,42.9,23.2,7.4,5.1,15.8,25.3,95.8
594,1999-00,BOS,,NBA,82,35,47,.427,36.1,76.9,31.7,64.7,4.4,12.1,23.5,31.3,10.5,30.9,41.4,21.9,7.8,5.8,17.0,23.5,100.1
595,1999-00,ATL,,NBA,82,28,54,.341,39.2,86.1,34.6,73.7,4.5,12.4,16.8,21.9,12.8,30.2,43.0,23.0,8.0,4.9,12.2,22.3,99.7
596,1998-99,WAS,,NBA,50,18,32,.360,34.1,76.5,29.7,64.1,4.4,12.4,20.9,28.4,12.3,30.3,42.7,21.6,8.0,4.2,15.8,21.7,93.4
597,1998-99,VAN,,NBA,50,8,42,.160,36.3,78.3,31.7,65.3,4.6,13.1,20.4,28.0,13.5,29.1,42.6,23.8,9.8,6.6,15.6,23.3,97.5
598,1998-99,UTA,*,NBA,50,37,13,.740,31.9,77.3,27.6,63.9,4.3,13.3,18.7,26.0,12.7,25.9,38.6,18.1,8.6,5.3,14.9,26.2,86.8
599,1998-99,TOR,,NBA,50,23,27,.460,33.9,77.1,28.8,63.4,5.1,13.7,19.9,27.4,12.3,27.9,40.1,21.9,8.9,5.2,15.5,21.8,92.8
600,1998-99,SEA,,NBA,50,25,25,.500,36.8,80.5,31.5,65.2,5.3,15.3,17.1,23.7,13.0,28.9,42.0,22.2,8.0,4.5,14.9,23.3,95.9
601,1998-99,SAS,*,NBA,50,37,13,.740,32.6,81.2,29.2,70.0,3.4,11.2,16.1,23.0,13.9,28.1,42.1,18.8,8.7,4.9,14.6,23.0,84.7
602,1998-99,SAC,*,NBA,50,27,23,.540,40.2,90.0,35.8,77.0,4.4,13.0,15.9,22.3,15.0,32.0,47.0,23.3,9.8,4.4,15.8,22.0,100.6
603,1998-99,POR,*,NBA,50,35,15,.700,32.9,78.8,28.5,65.0,4.4,13.8,18.3,25.3,12.3,27.8,40.1,19.2,8.2,4.9,15.7,22.8,88.5
604,1998-99,PHO,*,NBA,50,27,23,.540,35.4,78.7,30.0,63.6,5.4,15.1,17.0,24.5,12.3,30.1,42.4,21.3,8.2,4.1,16.2,21.3,93.3
605,1998-99,PHI,*,NBA,50,28,22,.560,32.0,75.7,27.2,61.4,4.8,14.3,18.8,25.8,12.4,28.0,40.4,20.0,8.7,5.3,17.9,23.7,87.6
606,1998-99,ORL,*,NBA,50,33,17,.660,34.2,77.1,29.6,63.8,4.6,13.3,13.9,19.7,11.9,28.5,40.4,20.8,9.4,4.8,17.3,22.2,86.9
607,1998-99,NYK,*,NBA,50,27,23,.540,30.6,75.8,25.9,62.6,4.7,13.2,19.6,26.7,12.3,28.5,40.8,18.5,8.5,4.3,15.3,20.7,85.4
608,1998-99,NJN,,NBA,50,16,34,.320,35.9,79.4,31.5,66.3,4.5,13.1,18.9,26.0,12.5,31.6,44.1,19.4,7.9,6.5,16.3,21.7,95.2
609,1998-99,MIN,*,NBA,50,25,25,.500,33.6,76.5,29.3,63.4,4.3,13.1,21.1,29.4,11.8,31.3,43.1,22.3,7.3,5.2,16.7,20.3,92.6
610,1998-99,MIL,*,NBA,50,28,22,.560,32.0,74.9,26.6,58.6,5.4,16.3,20.6,27.4,13.1,28.0,41.1,20.4,8.0,3.9,16.6,20.4,90.0
611,1998-99,MIA,*,NBA,50,33,17,.660,31.3,76.1,27.1,64.0,4.2,12.1,17.2,23.3,12.4,26.8,39.2,17.1,7.7,3.8,13.5,22.0,84.0
612,1998-99,LAL,*,NBA,50,31,19,.620,35.2,79.8,30.8,66.8,4.3,13.1,21.3,30.0,12.6,28.1,40.6,21.2,8.2,3.9,14.3,25.4,96.0
613,1998-99,LAC,,NBA,50,9,41,.180,36.6,77.2,32.2,64.6,4.4,12.5,21.6,28.9,12.8,30.1,42.9,22.0,8.4,5.8,15.6,20.8,99.2
614,1998-99,IND,*,NBA,50,33,17,.660,34.1,78.7,30.0,66.0,4.1,12.7,18.6,24.5,12.5,28.5,41.0,19.1,7.1,4.8,13.0,22.5,90.9
615,1998-99,HOU,*,NBA,50,31,19,.620,35.9,82.7,31.3,69.8,4.6,12.9,15.6,21.2,13.3,27.8,41.1,20.7,8.8,4.9,13.1,20.6,91.9
616,1998-99,GSW,,NBA,50,21,29,.420,32.3,77.0,28.5,65.5,3.9,11.5,22.3,30.6,13.1,30.1,43.2,20.5,8.0,6.1,14.7,20.5,90.8
617,1998-99,DET,*,NBA,50,29,21,.580,31.7,72.8,27.0,59.1,4.7,13.6,18.8,26.3,11.0,27.5,38.5,20.9,8.5,4.5,15.4,22.3,86.9
618,1998-99,DEN,,NBA,50,14,36,.280,37.7,80.3,33.0,67.5,4.7,12.8,19.9,26.8,12.4,30.0,42.4,23.5,7.9,5.5,14.0,22.1,100.1
619,1998-99,DAL,,NBA,50,19,31,.380,36.3,80.7,32.0,67.0,4.3,13.7,17.1,23.9,13.2,30.4,43.6,21.5,7.2,4.9,14.0,20.8,94.0
620,1998-99,CLE,,NBA,50,22,28,.440,31.9,73.3,27.2,59.8,4.7,13.5,19.6,26.3,11.8,28.1,39.9,21.1,7.8,5.6,16.4,24.0,88.2
621,1998-99,CHI,,NBA,50,13,37,.260,34.5,75.7,30.3,63.5,4.2,12.2,18.3,24.9,11.0,31.4,42.4,22.0,8.9,5.7,15.6,21.5,91.4
622,1998-99,CHH,,NBA,50,26,24,.520,34.8,80.1,30.5,67.3,4.2,12.7,19.2,26.1,13.1,29.8,42.9,21.8,8.9,4.6,15.2,23.0,93.0
623,1998-99,BOS,,NBA,50,19,31,.380,34.5,77.9,31.0,66.7,3.5,11.2,22.4,30.1,12.8,30.9,43.7,20.4,9.2,5.1,16.8,20.0,94.9
624,1998-99,ATL,*,NBA,50,31,19,.620,32.0,77.5,28.2,64.8,3.8,12.7,15.7,21.5,11.6,27.4,39.0,17.9,7.6,4.9,13.5,24.0,83.4
625,1997-98,WAS,,NBA,82,42,40,.512,36.3,79.8,32.0,67.8,4.2,11.9,19.8,26.5,12.5,30.1,42.6,21.0,7.7,4.5,16.2,23.5,96.6
626,1997-98,VAN,,NBA,82,19,63,.232,39.4,82.9,34.2,69.3,5.2,13.5,19.9,27.2,14.0,28.7,42.7,25.6,10.2,6.6,14.2,22.3,103.9
627,1997-98,UTA,*,NBA,82,62,20,.756,34.2,77.9,29.3,64.2,4.9,13.7,21.1,27.9,12.0,24.5,36.5,20.6,7.9,5.2,14.1,26.0,94.4
628,1997-98,TOR,,NBA,82,16,66,.195,39.9,83.2,35.1,70.6,4.8,12.6,19.5,27.9,15.5,30.6,46.0,27.1,9.0,6.3,16.7,21.3,104.2
629,1997-98,SEA,*,NBA,82,61,21,.744,35.3,79.2,30.2,63.5,5.1,15.7,17.7,24.4,13.9,28.2,42.1,22.3,7.8,4.9,17.0,22.2,93.4
630,1997-98,SAS,*,NBA,82,56,26,.683,33.4,81.2,29.3,68.6,4.1,12.5,17.7,23.9,12.4,27.3,39.7,19.0,8.9,4.6,12.7,22.5,88.5
631,1997-98,SAC,,NBA,82,27,55,.329,37.7,82.6,33.5,70.8,4.2,11.8,19.0,25.6,14.1,30.9,45.0,22.2,8.5,5.7,15.3,21.6,98.7
632,1997-98,POR,*,NBA,82,46,36,.561,34.3,79.5,29.7,66.3,4.5,13.3,19.8,27.5,12.3,26.8,39.2,21.5,9.4,5.4,14.1,22.2,92.9
633,1997-98,PHO,*,NBA,82,56,26,.683,35.6,80.7,30.8,67.4,4.8,13.3,18.3,25.0,12.8,28.6,41.4,22.0,8.8,3.9,16.6,21.6,94.4
